Date	Date in text	species_name	density
2010/3/29	2010-03-29	DIAPTOMID	20513
2010/3/29	2010-03-29	DAPHNIA MENDOTAE	472
2010/3/29	2010-03-29	DAPHNIA PARVULA	236
2010/3/29	2010-03-29	DAPHNIA PULICARIA	236
2010/4/5	2010-04-05	COPEPOD NAUPLII	87005
2010/4/5	2010-04-05	DIACYCLOPS THOMASI	16269
2010/4/5	2010-04-05	DIAPTOMID	2829
2010/4/5	2010-04-05	DAPHNIA PARVULA	236
2010/4/26	2010-04-26	COPEPOD NAUPLII	134398
2010/4/26	2010-04-26	DIACYCLOPS THOMASI	381972
2010/4/26	2010-04-26	DIAPTOMID	9903
2010/4/26	2010-04-26	DAPHNIA MENDOTAE	6130
2010/4/26	2010-04-26	DAPHNIA PULICARIA	4716
2010/5/10	2010-05-10	COPEPOD NAUPLII	53759
2010/5/10	2010-05-10	COPEPODITES	1415
2010/5/10	2010-05-10	DIACYCLOPS THOMASI	254648
2010/5/10	2010-05-10	MESOCYCLOPS EDAX	1415
2010/5/10	2010-05-10	DIAPTOMID	142886
2010/5/10	2010-05-10	DAPHNIA MENDOTAE	57060
2010/5/10	2010-05-10	DAPHNIA RETROCURVA	472
2010/5/10	2010-05-10	DAPHNIA PULICARIA	32538
2010/5/24	2010-05-24	COPEPOD NAUPLII	41027
2010/5/24	2010-05-24	COPEPODITES	5659
2010/5/24	2010-05-24	DIACYCLOPS THOMASI	50930
2010/5/24	2010-05-24	MESOCYCLOPS EDAX	1415
2010/5/24	2010-05-24	DIAPTOMID	34660
2010/5/24	2010-05-24	DAPHNIA MENDOTAE	65784
2010/5/24	2010-05-24	DAPHNIA PULICARIA	3773
2010/6/7	2010-06-07	COPEPOD NAUPLII	44563
2010/6/7	2010-06-07	COPEPODITES	4244
2010/6/7	2010-06-07	DIACYCLOPS THOMASI	8488
2010/6/7	2010-06-07	DIAPTOMID	111055
2010/6/7	2010-06-07	CHYDORUS	236
2010/6/7	2010-06-07	DAPHNIA MENDOTAE	10846
2010/6/7	2010-06-07	DAPHNIA RETROCURVA	472
2010/6/7	2010-06-07	DAPHNIA PULICARIA	8488
2010/6/7	2010-06-07	BYTHOTREPHES LONGIMANUS	14
2010/6/21	2010-06-21	COPEPOD NAUPLII	20513
2010/6/21	2010-06-21	DIACYCLOPS THOMASI	2829
2010/6/21	2010-06-21	MESOCYCLOPS EDAX	2829
2010/6/21	2010-06-21	DIAPTOMID	62955
2010/6/21	2010-06-21	DAPHNIA MENDOTAE	3537
2010/6/21	2010-06-21	DAPHNIA RETROCURVA	472
2010/6/21	2010-06-21	DAPHNIA PULICARIA	38669
2010/6/21	2010-06-21	SINOBOSMINA FRYEI	236
2010/6/21	2010-06-21	BYTHOTREPHES LONGIMANUS	14
2010/7/5	2010-07-05	COPEPOD NAUPLII	9196
2010/7/5	2010-07-05	DIACYCLOPS THOMASI	707
2010/7/5	2010-07-05	DIAPTOMID	13440
2010/7/5	2010-07-05	DAPHNIA PULICARIA	1415
2010/7/5	2010-07-05	BYTHOTREPHES LONGIMANUS	241
2010/7/19	2010-07-19	COPEPOD NAUPLII	6366
2010/7/19	2010-07-19	DIACYCLOPS THOMASI	4951
2010/7/19	2010-07-19	DIAPTOMID	51637
2010/7/19	2010-07-19	DAPHNIA MENDOTAE	1650
2010/7/19	2010-07-19	DAPHNIA PULICARIA	707
2010/7/19	2010-07-19	BYTHOTREPHES LONGIMANUS	113
2010/8/3	2010-08-03	COPEPOD NAUPLII	2829
2010/8/3	2010-08-03	DIAPTOMID	50222
2010/8/3	2010-08-03	DAPHNIA MENDOTAE	236
2010/8/3	2010-08-03	DAPHNIA PULICARIA	472
2010/8/16	2010-08-16	COPEPOD NAUPLII	7074
2010/8/16	2010-08-16	ACANTHOCYCLOPS	707
2010/8/16	2010-08-16	DIACYCLOPS THOMASI	1415
2010/8/16	2010-08-16	MESOCYCLOPS EDAX	2122
2010/8/16	2010-08-16	TROPOCYCLOPS PRASINUS MEXICANUS	707
2010/8/16	2010-08-16	DIAPTOMID	12732
2010/8/16	2010-08-16	DAPHNIA MENDOTAE	1415
2010/8/16	2010-08-16	DAPHNIA PULICARIA	707
2010/8/16	2010-08-16	DIAPHANOSOMA BIRGEI	236
2010/8/16	2010-08-16	BYTHOTREPHES LONGIMANUS	14
2010/8/30	2010-08-30	COPEPOD NAUPLII	33953
2010/8/30	2010-08-30	MESOCYCLOPS EDAX	707
2010/8/30	2010-08-30	DIAPTOMID	31124
2010/8/30	2010-08-30	DAPHNIA MENDOTAE	7545
2010/8/30	2010-08-30	DAPHNIA RETROCURVA	236
2010/8/30	2010-08-30	DAPHNIA PULICARIA	2122
2010/8/30	2010-08-30	BYTHOTREPHES LONGIMANUS	42
2010/10/5	2010-10-05	COPEPOD NAUPLII	4244
2010/10/5	2010-10-05	DIACYCLOPS THOMASI	9903
2010/10/5	2010-10-05	DIAPTOMID	42441
2010/10/5	2010-10-05	DAPHNIA MENDOTAE	41970
2010/10/5	2010-10-05	DAPHNIA RETROCURVA	2358
2010/10/5	2010-10-05	DAPHNIA PULICARIA	1415
2010/10/5	2010-10-05	BYTHOTREPHES LONGIMANUS	354
2010/11/9	2010-11-09	COPEPOD NAUPLII	1415
2010/11/9	2010-11-09	ACANTHOCYCLOPS	11318
2010/11/9	2010-11-09	DIAPTOMID	28294
2010/11/9	2010-11-09	DAPHNIA MENDOTAE	3065
2010/11/9	2010-11-09	DAPHNIA PULICARIA	943
2010/11/9	2010-11-09	BYTHOTREPHES LONGIMANUS	255
2011/1/19	2011-01-19	COPEPODITES	5659
2011/1/19	2011-01-19	DIACYCLOPS THOMASI	169058
2011/1/19	2011-01-19	DIAPTOMID	137227
2011/1/19	2011-01-19	DAPHNIA PULICARIA	16033
2011/4/18	2011-04-18	COPEPOD NAUPLII	473928
2011/4/18	2011-04-18	COPEPODITES	122372
2011/4/18	2011-04-18	DIACYCLOPS THOMASI	277283
2011/4/18	2011-04-18	DIAPTOMID	334579
2011/4/18	2011-04-18	CHYDORUS	707
2011/4/18	2011-04-18	DAPHNIA MENDOTAE	236
2011/4/18	2011-04-18	DAPHNIA PULICARIA	11082
2011/5/2	2011-05-02	COPEPOD NAUPLII	234135
2011/5/2	2011-05-02	COPEPODITES	514955
2011/5/2	2011-05-02	DIACYCLOPS THOMASI	279405
2011/5/2	2011-05-02	DIAPTOMID	312651
2011/5/2	2011-05-02	CHYDORUS	236
2011/5/2	2011-05-02	DAPHNIA MENDOTAE	8488
2011/5/2	2011-05-02	DAPHNIA PULICARIA	15798
2011/5/17	2011-05-17	COPEPOD NAUPLII	284357
2011/5/17	2011-05-17	COPEPODITES	336701
2011/5/17	2011-05-17	DIACYCLOPS THOMASI	1808000
2011/5/17	2011-05-17	DIAPTOMID	874291
2011/5/17	2011-05-17	DAPHNIA MENDOTAE	62719
2011/5/17	2011-05-17	DAPHNIA PULICARIA	18863
2011/5/31	2011-05-31	COPEPOD NAUPLII	138642
2011/5/31	2011-05-31	COPEPODITES	38197
2011/5/31	2011-05-31	DIACYCLOPS THOMASI	418754
2011/5/31	2011-05-31	DIAPTOMID	892682
2011/5/31	2011-05-31	DAPHNIA MENDOTAE	356507
2011/5/31	2011-05-31	DAPHNIA PULICARIA	39140
2011/5/31	2011-05-31	SINOBOSMINA FRYEI	943
2011/6/13	2011-06-13	COPEPOD NAUPLII	72150
2011/6/13	2011-06-13	COPEPODITES	33953
2011/6/13	2011-06-13	DIACYCLOPS THOMASI	270210
2011/6/13	2011-06-13	DIAPTOMID	824776
2011/6/13	2011-06-13	CHYDORUS	472
2011/6/13	2011-06-13	DAPHNIA MENDOTAE	194758
2011/6/13	2011-06-13	DAPHNIA PULICARIA	61304
2011/6/13	2011-06-13	SINOBOSMINA FRYEI	472
2011/6/27	2011-06-27	COPEPOD NAUPLII	16977
2011/6/27	2011-06-27	COPEPODITES	16977
2011/6/27	2011-06-27	ACANTHOCYCLOPS	1415
2011/6/27	2011-06-27	DIACYCLOPS THOMASI	28294
2011/6/27	2011-06-27	DIAPTOMID	172595
2011/6/27	2011-06-27	CHYDORUS	472
2011/6/27	2011-06-27	DAPHNIA MENDOTAE	8252
2011/6/27	2011-06-27	DAPHNIA PULICARIA	53287
2011/7/15	2011-07-15	COPEPOD NAUPLII	2829
2011/7/15	2011-07-15	COPEPODITES	15562
2011/7/15	2011-07-15	DIACYCLOPS THOMASI	14147
2011/7/15	2011-07-15	DIAPTOMID	91956
2011/7/15	2011-07-15	DAPHNIA MENDOTAE	943
2011/7/15	2011-07-15	DAPHNIA PULICARIA	28294
2011/7/15	2011-07-15	LEPTODORA KINDTI	14
2011/7/15	2011-07-15	BYTHOTREPHES LONGIMANUS	127
2011/7/25	2011-07-25	COPEPOD NAUPLII	41734
2011/7/25	2011-07-25	COPEPODITES	203718
2011/7/25	2011-07-25	DIACYCLOPS THOMASI	71443
2011/7/25	2011-07-25	DIAPTOMID	552444
2011/7/25	2011-07-25	DAPHNIA MENDOTAE	6838
2011/7/25	2011-07-25	DAPHNIA PULICARIA	89363
2011/7/25	2011-07-25	DIAPHANOSOMA BIRGEI	236
2011/7/25	2011-07-25	LEPTODORA KINDTI	14
2011/8/4	2011-08-04	COPEPOD NAUPLII	29002
2011/8/4	2011-08-04	COPEPODITES	24050
2011/8/4	2011-08-04	DIACYCLOPS THOMASI	33953
2011/8/4	2011-08-04	DIAPTOMID	483124
2011/8/4	2011-08-04	DAPHNIA MENDOTAE	6602
2011/8/4	2011-08-04	DAPHNIA PULICARIA	41027
2011/8/4	2011-08-04	DIAPHANOSOMA BIRGEI	236
2011/8/4	2011-08-04	LEPTODORA KINDTI	113
2011/8/22	2011-08-22	COPEPOD NAUPLII	15562
2011/8/22	2011-08-22	COPEPODITES	43856
2011/8/22	2011-08-22	DIACYCLOPS THOMASI	45271
2011/8/22	2011-08-22	DIAPTOMID	1044056
2011/8/22	2011-08-22	DAPHNIA MENDOTAE	25465
2011/8/22	2011-08-22	DAPHNIA PULICARIA	23107
2011/8/22	2011-08-22	DIAPHANOSOMA BIRGEI	5187
2011/8/22	2011-08-22	LEPTODORA KINDTI	28
2011/9/12	2011-09-12	COPEPOD NAUPLII	8488
2011/9/12	2011-09-12	COPEPODITES	58003
2011/9/12	2011-09-12	DIACYCLOPS THOMASI	19806
2011/9/12	2011-09-12	DIAPTOMID	662085
2011/9/12	2011-09-12	DAPHNIA MENDOTAE	35839
2011/9/12	2011-09-12	DAPHNIA PULICARIA	12732
2011/9/12	2011-09-12	DIAPHANOSOMA BIRGEI	31595
2011/9/12	2011-09-12	LEPTODORA KINDTI	283
2011/9/12	2011-09-12	BYTHOTREPHES LONGIMANUS	325
2011/10/3	2011-10-03	COPEPOD NAUPLII	8488
2011/10/3	2011-10-03	COPEPODITES	38197
2011/10/3	2011-10-03	DIACYCLOPS THOMASI	21928
2011/10/3	2011-10-03	DIAPTOMID	176131
2011/10/3	2011-10-03	CHYDORUS	472
2011/10/3	2011-10-03	DAPHNIA MENDOTAE	90070
2011/10/3	2011-10-03	DAPHNIA PULICARIA	943
2011/10/3	2011-10-03	SINOBOSMINA FRYEI	236
2011/10/3	2011-10-03	BYTHOTREPHES LONGIMANUS	1358
2011/10/31	2011-10-31	COPEPOD NAUPLII	2829
2011/10/31	2011-10-31	COPEPODITES	49515
2011/10/31	2011-10-31	DIACYCLOPS THOMASI	50930
2011/10/31	2011-10-31	DIAPTOMID	561640
2011/10/31	2011-10-31	DAPHNIA MENDOTAE	56117
2011/10/31	2011-10-31	DAPHNIA PULICARIA	17920
2011/10/31	2011-10-31	BYTHOTREPHES LONGIMANUS	439
2012/2/22	2012-02-22	COPEPOD NAUPLII	8488
2012/2/22	2012-02-22	COPEPODITES	31831
2012/2/22	2012-02-22	DIACYCLOPS THOMASI	222817
2012/2/22	2012-02-22	DIAPTOMID	119543
2012/2/22	2012-02-22	DAPHNIA PULICARIA	4951
2012/3/21	2012-03-21	COPEPOD NAUPLII	263136
2012/3/21	2012-03-21	COPEPODITES	91249
2012/3/21	2012-03-21	DIACYCLOPS THOMASI	205840
2012/3/21	2012-03-21	DIAPTOMID	181083
2012/3/21	2012-03-21	DAPHNIA MENDOTAE	707
2012/3/21	2012-03-21	DAPHNIA PULICARIA	15798
2012/4/3	2012-04-03	COPEPOD NAUPLII	348019
2012/4/3	2012-04-03	COPEPODITES	1123280
2012/4/3	2012-04-03	DIACYCLOPS THOMASI	346604
2012/4/3	2012-04-03	DIAPTOMID	111762
2012/4/3	2012-04-03	DAPHNIA MENDOTAE	1415
2012/4/3	2012-04-03	DAPHNIA PULICARIA	29237
2012/4/17	2012-04-17	COPEPOD NAUPLII	50930
2012/4/17	2012-04-17	COPEPODITES	127324
2012/4/17	2012-04-17	DIACYCLOPS THOMASI	920977
2012/4/17	2012-04-17	DIAPTOMID	130153
2012/4/17	2012-04-17	DAPHNIA MENDOTAE	17448
2012/4/17	2012-04-17	DAPHNIA PULICARIA	436202
2012/5/1	2012-05-01	COPEPOD NAUPLII	48100
2012/5/1	2012-05-01	COPEPODITES	38197
2012/5/1	2012-05-01	DIACYCLOPS THOMASI	326798
2012/5/1	2012-05-01	DIAPTOMID	168351
2012/5/1	2012-05-01	DAPHNIA MENDOTAE	4244
2012/5/1	2012-05-01	DAPHNIA PULICARIA	375370
2012/5/14	2012-05-14	COPEPOD NAUPLII	21221
2012/5/14	2012-05-14	COPEPODITES	33953
2012/5/14	2012-05-14	DIACYCLOPS THOMASI	142886
2012/5/14	2012-05-14	DIAPTOMID	299919
2012/5/14	2012-05-14	DAPHNIA MENDOTAE	472
2012/5/14	2012-05-14	DAPHNIA PULICARIA	113177
2012/5/14	2012-05-14	SINOBOSMINA FRYEI	472
2012/5/29	2012-05-29	COPEPOD NAUPLII	106103
2012/5/29	2012-05-29	COPEPODITES	108933
2012/5/29	2012-05-29	DIACYCLOPS THOMASI	43856
2012/5/29	2012-05-29	DIAPTOMID	1223725
2012/5/29	2012-05-29	DAPHNIA MENDOTAE	2829
2012/5/29	2012-05-29	DAPHNIA PULICARIA	237200
2012/6/11	2012-06-11	COPEPOD NAUPLII	60833
2012/6/11	2012-06-11	COPEPODITES	24050
2012/6/11	2012-06-11	DIACYCLOPS THOMASI	36782
2012/6/11	2012-06-11	DIAPTOMID	850241
2012/6/11	2012-06-11	DAPHNIA MENDOTAE	2358
2012/6/11	2012-06-11	DAPHNIA PULICARIA	140056
2012/6/25	2012-06-25	COPEPOD NAUPLII	9903
2012/6/25	2012-06-25	COPEPODITES	15562
2012/6/25	2012-06-25	DIACYCLOPS THOMASI	19806
2012/6/25	2012-06-25	DIAPTOMID	915318
2012/6/25	2012-06-25	CHYDORUS	472
2012/6/25	2012-06-25	DAPHNIA MENDOTAE	16977
2012/6/25	2012-06-25	DAPHNIA PULICARIA	91013
2012/7/10	2012-07-10	COPEPOD NAUPLII	35368
2012/7/10	2012-07-10	COPEPODITES	53759
2012/7/10	2012-07-10	DIACYCLOPS THOMASI	2829
2012/7/10	2012-07-10	DIAPTOMID	771017
2012/7/10	2012-07-10	DAPHNIA MENDOTAE	6602
2012/7/10	2012-07-10	DAPHNIA PULICARIA	49515
2012/7/10	2012-07-10	DIAPHANOSOMA BIRGEI	1415
2012/7/23	2012-07-23	COPEPOD NAUPLII	20513
2012/7/23	2012-07-23	COPEPODITES	27587
2012/7/23	2012-07-23	DIACYCLOPS THOMASI	14147
2012/7/23	2012-07-23	DIAPTOMID	1295168
2012/7/23	2012-07-23	DAPHNIA MENDOTAE	29709
2012/7/23	2012-07-23	DAPHNIA PULICARIA	24050
2012/7/23	2012-07-23	DIAPHANOSOMA BIRGEI	20513
2012/7/23	2012-07-23	LEPTODORA KINDTI	71
2012/7/23	2012-07-23	BYTHOTREPHES LONGIMANUS	14
2012/8/6	2012-08-06	COPEPOD NAUPLII	27587
2012/8/6	2012-08-06	COPEPODITES	16977
2012/8/6	2012-08-06	DIACYCLOPS THOMASI	3537
2012/8/6	2012-08-06	DIAPTOMID	427950
2012/8/6	2012-08-06	DAPHNIA MENDOTAE	11082
2012/8/6	2012-08-06	DAPHNIA PULICARIA	4716
2012/8/6	2012-08-06	DIAPHANOSOMA BIRGEI	89127
2012/8/6	2012-08-06	LEPTODORA KINDTI	85
2012/8/6	2012-08-06	BYTHOTREPHES LONGIMANUS	14
2012/8/20	2012-08-20	COPEPOD NAUPLII	55174
2012/8/20	2012-08-20	COPEPODITES	64369
2012/8/20	2012-08-20	DIACYCLOPS THOMASI	35368
2012/8/20	2012-08-20	DIAPTOMID	212914
2012/8/20	2012-08-20	DAPHNIA MENDOTAE	40083
2012/8/20	2012-08-20	DAPHNIA PULICARIA	2594
2012/8/20	2012-08-20	DIAPHANOSOMA BIRGEI	41498
2012/8/20	2012-08-20	LEPTODORA KINDTI	28
2012/8/20	2012-08-20	BYTHOTREPHES LONGIMANUS	28
2012/9/4	2012-09-04	COPEPOD NAUPLII	12732
2012/9/4	2012-09-04	COPEPODITES	22635
2012/9/4	2012-09-04	DIACYCLOPS THOMASI	4244
2012/9/4	2012-09-04	DIAPTOMID	40319
2012/9/4	2012-09-04	DAPHNIA MENDOTAE	13204
2012/9/4	2012-09-04	DAPHNIA PULICARIA	1179
2012/9/4	2012-09-04	DIAPHANOSOMA BIRGEI	236
2012/9/4	2012-09-04	BYTHOTREPHES LONGIMANUS	42
2012/10/1	2012-10-01	COPEPOD NAUPLII	36075
2012/10/1	2012-10-01	COPEPODITES	115299
2012/10/1	2012-10-01	DIACYCLOPS THOMASI	43856
2012/10/1	2012-10-01	DIAPTOMID	689671
2012/10/1	2012-10-01	DAPHNIA MENDOTAE	11553
2012/10/1	2012-10-01	DAPHNIA PULICARIA	6366
2012/10/1	2012-10-01	SINOBOSMINA FRYEI	236
2012/10/1	2012-10-01	BYTHOTREPHES LONGIMANUS	28
2012/10/29	2012-10-29	COPEPOD NAUPLII	21221
2012/10/29	2012-10-29	COPEPODITES	19806
2012/10/29	2012-10-29	DIACYCLOPS THOMASI	14147
2012/10/29	2012-10-29	DIAPTOMID	436438
2012/10/29	2012-10-29	CHYDORUS	236
2012/10/29	2012-10-29	DAPHNIA MENDOTAE	13676
2012/10/29	2012-10-29	DIAPHANOSOMA BIRGEI	236
2012/10/29	2012-10-29	LEPTODORA KINDTI	14
2012/10/29	2012-10-29	SINOBOSMINA FRYEI	2122
2012/10/29	2012-10-29	BYTHOTREPHES LONGIMANUS	2292
2012/11/29	2012-11-29	COPEPOD NAUPLII	1415
2012/11/29	2012-11-29	COPEPODITES	5659
2012/11/29	2012-11-29	DIACYCLOPS THOMASI	19806
2012/11/29	2012-11-29	DIAPTOMID	570128
2012/11/29	2012-11-29	CHYDORUS	1415
2012/11/29	2012-11-29	DAPHNIA MENDOTAE	35368
2012/11/29	2012-11-29	DAPHNIA PULICARIA	4716
2012/11/29	2012-11-29	BYTHOTREPHES LONGIMANUS	255
2013/2/12	2013-02-12	COPEPOD NAUPLII	84175
2013/2/12	2013-02-12	COPEPODITES	12025
2013/2/12	2013-02-12	DIAPTOMID	420169
2013/2/12	2013-02-12	CHYDORUS	472
2013/2/12	2013-02-12	DAPHNIA MENDOTAE	2358
2013/2/12	2013-02-12	DAPHNIA RETROCURVA	10846
2013/2/12	2013-02-12	DAPHNIA PULICARIA	4244
2013/2/12	2013-02-12	SINOBOSMINA FRYEI	236
2013/4/29	2013-04-29	COPEPOD NAUPLII	466147
2013/4/29	2013-04-29	COPEPODITES	135105
2013/4/29	2013-04-29	DIAPTOMID	343775
2013/4/29	2013-04-29	CHYDORUS	1179
2013/4/29	2013-04-29	DAPHNIA MENDOTAE	236
2013/4/29	2013-04-29	DAPHNIA RETROCURVA	53287
2013/4/29	2013-04-29	DAPHNIA PULICARIA	12261
2013/4/29	2013-04-29	SINOBOSMINA FRYEI	472
2013/5/14	2013-05-14	COPEPOD NAUPLII	227061
2013/5/14	2013-05-14	COPEPODITES	282942
2013/5/14	2013-05-14	DIAPTOMID	311944
2013/5/14	2013-05-14	CHYDORUS	943
2013/5/14	2013-05-14	DAPHNIA MENDOTAE	707
2013/5/14	2013-05-14	DAPHNIA RETROCURVA	126617
2013/5/14	2013-05-14	DAPHNIA PULICARIA	69085
2013/5/28	2013-05-28	COPEPOD NAUPLII	171180
2013/5/28	2013-05-28	COPEPODITES	116006
2013/5/28	2013-05-28	DIAPTOMID	721502
2013/5/28	2013-05-28	DAPHNIA MENDOTAE	50458
2013/5/28	2013-05-28	DAPHNIA RETROCURVA	82525
2013/5/28	2013-05-28	DAPHNIA PULICARIA	529102
2013/6/10	2013-06-10	COPEPOD NAUPLII	114592
2013/6/10	2013-06-10	COPEPODITES	111762
2013/6/10	2013-06-10	DIAPTOMID	447049
2013/6/10	2013-06-10	DAPHNIA MENDOTAE	10846
2013/6/10	2013-06-10	DAPHNIA RETROCURVA	12261
2013/6/10	2013-06-10	DAPHNIA PULICARIA	177310
2013/6/24	2013-06-24	COPEPOD NAUPLII	63662
2013/6/24	2013-06-24	COPEPODITES	46685
2013/6/24	2013-06-24	DIAPTOMID	780920
2013/6/24	2013-06-24	DAPHNIA MENDOTAE	943
2013/6/24	2013-06-24	DAPHNIA RETROCURVA	15562
2013/6/24	2013-06-24	DAPHNIA PULICARIA	276340
2013/6/24	2013-06-24	LEPTODORA KINDTI	14
2013/6/24	2013-06-24	BYTHOTREPHES LONGIMANUS	42
2013/7/8	2013-07-08	COPEPOD NAUPLII	28294
2013/7/8	2013-07-08	COPEPODITES	39612
2013/7/8	2013-07-08	DIAPTOMID	53052
2013/7/8	2013-07-08	DAPHNIA MENDOTAE	236
2013/7/8	2013-07-08	DAPHNIA RETROCURVA	9196
2013/7/8	2013-07-08	DAPHNIA PULICARIA	11789
2013/7/8	2013-07-08	BYTHOTREPHES LONGIMANUS	509
2013/7/22	2013-07-22	COPEPOD NAUPLII	77102
2013/7/22	2013-07-22	COPEPODITES	93371
2013/7/22	2013-07-22	DIAPTOMID	296382
2013/7/22	2013-07-22	CHYDORUS	707
2013/7/22	2013-07-22	DAPHNIA MENDOTAE	9903
2013/7/22	2013-07-22	DAPHNIA RETROCURVA	9667
2013/7/22	2013-07-22	DAPHNIA PULICARIA	7074
2013/7/22	2013-07-22	SINOBOSMINA FRYEI	1179
2013/7/22	2013-07-22	BYTHOTREPHES LONGIMANUS	42
2013/8/5	2013-08-05	COPEPOD NAUPLII	70028
2013/8/5	2013-08-05	COPEPODITES	31831
2013/8/5	2013-08-05	DIAPTOMID	533346
2013/8/5	2013-08-05	DAPHNIA MENDOTAE	30652
2013/8/5	2013-08-05	DAPHNIA RETROCURVA	7074
2013/8/5	2013-08-05	DAPHNIA PULICARIA	11553
2013/8/5	2013-08-05	LEPTODORA KINDTI	14
2013/8/5	2013-08-05	BYTHOTREPHES LONGIMANUS	57
2013/8/21	2013-08-21	COPEPOD NAUPLII	31124
2013/8/21	2013-08-21	COPEPODITES	26172
2013/8/21	2013-08-21	DIAPTOMID	188157
2013/8/21	2013-08-21	DAPHNIA MENDOTAE	5187
2013/8/21	2013-08-21	DAPHNIA RETROCURVA	707
2013/8/21	2013-08-21	DAPHNIA PULICARIA	2594
2013/8/21	2013-08-21	BYTHOTREPHES LONGIMANUS	269
2013/9/4	2013-09-04	COPEPOD NAUPLII	50930
2013/9/4	2013-09-04	COPEPODITES	55881
2013/9/4	2013-09-04	DIAPTOMID	552444
2013/9/4	2013-09-04	DAPHNIA MENDOTAE	5187
2013/9/4	2013-09-04	DAPHNIA RETROCURVA	2122
2013/9/4	2013-09-04	DAPHNIA PULICARIA	943
2013/9/4	2013-09-04	BYTHOTREPHES LONGIMANUS	57
2013/9/30	2013-09-30	COPEPOD NAUPLII	19806
2013/9/30	2013-09-30	COPEPODITES	13440
2013/9/30	2013-09-30	DIAPTOMID	96200
2013/9/30	2013-09-30	DAPHNIA MENDOTAE	2122
2013/9/30	2013-09-30	DAPHNIA RETROCURVA	2594
2013/9/30	2013-09-30	BYTHOTREPHES LONGIMANUS	14
2013/10/29	2013-10-29	COPEPOD NAUPLII	45271
2013/10/29	2013-10-29	COPEPODITES	55174
2013/10/29	2013-10-29	DIAPTOMID	541834
2013/10/29	2013-10-29	CHYDORUS	236
2013/10/29	2013-10-29	DAPHNIA MENDOTAE	943
2013/10/29	2013-10-29	DAPHNIA RETROCURVA	6366
2013/10/29	2013-10-29	DAPHNIA PULICARIA	236
2013/10/29	2013-10-29	LEPTODORA KINDTI	14
2013/10/29	2013-10-29	SINOBOSMINA FRYEI	943
2013/10/29	2013-10-29	BYTHOTREPHES LONGIMANUS	85
2013/12/2	2013-12-02	COPEPOD NAUPLII	55881
2013/12/2	2013-12-02	COPEPODITES	30416
2013/12/2	2013-12-02	DIAPTOMID	604789
2013/12/2	2013-12-02	CHYDORUS	707
2013/12/2	2013-12-02	DAPHNIA MENDOTAE	6602
2013/12/2	2013-12-02	DAPHNIA RETROCURVA	28766
2013/12/2	2013-12-02	DAPHNIA PULICARIA	1415
2013/12/2	2013-12-02	SINOBOSMINA FRYEI	1179
2013/12/2	2013-12-02	BYTHOTREPHES LONGIMANUS	226
2014/2/3	2014-02-03	COPEPOD NAUPLII	130153
2014/2/3	2014-02-03	COPEPODITES	7074
2014/2/3	2014-02-03	DIACYCLOPS THOMASI	190986
2014/2/3	2014-02-03	DIAPTOMID	512125
2014/2/3	2014-02-03	DAPHNIA MENDOTAE	14147
2014/2/3	2014-02-03	SINOBOSMINA FRYEI	472
2014/4/29	2014-04-29	COPEPOD NAUPLII	448463
2014/4/29	2014-04-29	COPEPODITES	26880
2014/4/29	2014-04-29	DIACYCLOPS THOMASI	190986
2014/4/29	2014-04-29	MESOCYCLOPS EDAX	1415
2014/4/29	2014-04-29	DIAPTOMID	304163
2014/4/29	2014-04-29	DAPHNIA MENDOTAE	943
2014/4/29	2014-04-29	DAPHNIA PULICARIA	472
2014/5/14	2014-05-14	COPEPOD NAUPLII	450585
2014/5/14	2014-05-14	COPEPODITES	171887
2014/5/14	2014-05-14	DIACYCLOPS THOMASI	359336
2014/5/14	2014-05-14	MESOCYCLOPS EDAX	707
2014/5/14	2014-05-14	DIAPTOMID	426535
2014/5/14	2014-05-14	DAPHNIA MENDOTAE	3065
2014/5/14	2014-05-14	DAPHNIA PULICARIA	1886
2014/5/28	2014-05-28	COPEPOD NAUPLII	1128939
2014/5/28	2014-05-28	COPEPODITES	82053
2014/5/28	2014-05-28	DIACYCLOPS THOMASI	594178
2014/5/28	2014-05-28	DIAPTOMID	2829421
2014/5/28	2014-05-28	DAPHNIA MENDOTAE	173538
2014/5/28	2014-05-28	DAPHNIA PULICARIA	4716
2014/5/28	2014-05-28	SINOBOSMINA FRYEI	943
2014/6/9	2014-06-09	COPEPOD NAUPLII	152789
2014/6/9	2014-06-09	COPEPODITES	42441
2014/6/9	2014-06-09	ACANTHOCYCLOPS	2829
2014/6/9	2014-06-09	DIACYCLOPS THOMASI	138642
2014/6/9	2014-06-09	DIAPTOMID	1536376
2014/6/9	2014-06-09	CHYDORUS	943
2014/6/9	2014-06-09	DAPHNIA MENDOTAE	208434
2014/6/9	2014-06-09	DAPHNIA PULICARIA	3773
2014/6/23	2014-06-23	COPEPOD NAUPLII	76394
2014/6/23	2014-06-23	COPEPODITES	8488
2014/6/23	2014-06-23	DIACYCLOPS THOMASI	28294
2014/6/23	2014-06-23	MESOCYCLOPS EDAX	1415
2014/6/23	2014-06-23	DIAPTOMID	671988
2014/6/23	2014-06-23	DAPHNIA MENDOTAE	61776
2014/6/23	2014-06-23	DAPHNIA PULICARIA	1415
2014/7/7	2014-07-07	COPEPOD NAUPLII	118836
2014/7/7	2014-07-07	COPEPODITES	7074
2014/7/7	2014-07-07	DIACYCLOPS THOMASI	62955
